Year,Fix360ppm,CMIP5_RCP85,CMIP5_historical,CMIP5_RCP3PD,CMIP5_RCP45,CMIP5_RCP60,CMIP6_historical,CMIP6_SSP119,CMIP6_SSP126,CMIP6_SSP245,CMIP6_SSP370,CMIP6_SSP434,CMIP6_SSP460,CMIP6_SSP585
2090,360,844.80471,,426.00472,533.74072,635.64876,,405.26,456.92,597.73,787.49,485.82,648.99,998.32
2091,360,853.72536,,425.46065,534.13086,639.14086,,404.16,455.71,598.48,795.07,484.89,651.24,1012.02
2092,360,862.72597,,424.93745,534.55754,642.59729,,403.04,454.5,599.15,802.74,483.89,653.43,1025.74
2093,360,871.7768,,424.43129,535.01142,646.06094,,401.91,453.32,599.78,810.49,482.82,655.54,1039.45
2094,360,880.86435,,423.93083,535.47962,649.51513,,400.76,452.16,600.35,818.33,481.68,657.59,1053.15
2095,360,889.98162,,423.43058,535.95487,652.95074,,399.59,451.02,600.89,826.25,480.46,659.57,1066.85
2096,360,899.12407,,422.92945,536.4351,656.36419,,398.41,449.91,601.37,834.27,479.18,661.47,1080.53
2097,360,908.28871,,422.42761,536.91986,659.75421,,397.21,448.81,601.8,842.37,477.84,663.31,1094.21
2098,360,917.47137,,421.91753,537.39855,663.10742,,395.99,447.73,602.18,850.55,476.42,665.08,1107.89
2099,360,926.66527,,421.40111,537.87136,666.42313,,394.76,446.67,602.51,858.83,474.93,666.78,1121.55
2100,360,935.87437,,420.89546,538.3583,669.72317,,393.51,445.63,602.78,867.19,473.38,668.4,1135.21
2101,360,945.13213,,420.40998,538.8715,673.02173,,392.24,444.59,603.01,875.64,471.76,669.96,1148.86
2102,360,954.4662,,419.94532,539.38819,676.29128,,390.98,443.58,603.22,884.11,470.13,671.49,1162.47
2103,360,963.83906,,419.49831,539.88381,679.50127,,389.76,442.59,603.46,892.53,468.53,673.02,1176.03
2104,360,973.2408,,419.05981,540.35213,682.64541,,388.55,441.61,603.72,900.91,466.96,674.57,1189.53
2105,360,982.68037,,418.61902,540.78203,685.71141,,387.37,440.66,604.01,909.25,465.43,676.12,1202.98
2106,360,992.14288,,418.17082,541.16804,688.69282,,386.22,439.73,604.32,917.54,463.91,677.67,1216.37
2107,360,1001.6311,,417.71454,541.50962,691.58868,,385.08,438.81,604.65,925.79,462.42,679.22,1229.7
2108,360,1011.1191,,417.2507,541.80769,694.39983,,383.96,437.91,605,934,460.95,680.78,1242.97
2109,360,1020.6085,,416.77219,542.05261,697.11406,,382.87,437.03,605.36,942.18,459.5,682.34,1256.19
2110,360,1030.1004,,416.28127,542.24555,699.73157,,381.79,436.16,605.73,950.31,458.07,683.89,1269.35
2111,360,1039.5892,,415.79518,542.40767,702.27614,,380.73,435.31,606.12,958.4,456.65,685.45,1282.45
2112,360,1049.1233,,415.32319,542.55941,704.7639,,379.68,434.47,606.53,966.44,455.24,687,1295.49
2113,360,1058.7002,,414.86696,542.71221,707.20265,,378.65,433.65,606.94,974.45,453.85,688.55,1308.47
2114,360,1068.3216,,414.42496,542.86612,709.5953,,377.63,432.84,607.37,982.42,452.47,690.09,1321.39
2115,360,1077.9995,,413.98893,543.01262,711.93394,,376.63,432.04,607.8,990.34,451.11,691.64,1334.25
2116,360,1087.6999,,413.54867,543.13926,714.20507,,375.64,431.26,608.25,998.21,449.75,693.18,1347.05
2117,360,1097.4303,,413.09942,543.23925,716.40081,,374.67,430.49,608.7,1006.05,448.4,694.71,1359.78
2118,360,1107.1765,,412.64076,543.31105,718.51915,,373.71,429.73,609.16,1013.84,447.07,696.24,1372.44
2119,360,1116.9122,,412.17338,543.35475,720.56005,,372.76,428.99,609.63,1021.58,445.74,697.76,1385.04
2120,360,1126.6592,,411.69045,543.35993,722.51007,,371.82,428.25,610.11,1029.27,444.42,699.28,1397.57
2121,360,1136.4015,,411.19435,543.32712,724.36814,,370.9,427.53,610.59,1036.92,443.11,700.79,1410.04
2122,360,1146.1344,,410.70228,543.28815,726.15805,,369.98,426.82,611.08,1044.52,441.81,702.29,1422.43
2123,360,1155.9064,,410.22339,543.26597,727.8964,,369.08,426.12,611.58,1052.08,440.51,703.79,1434.76
2124,360,1165.7401,,409.7593,543.26382,729.59084,,368.19,425.43,612.08,1059.58,439.22,705.28,1447.01
2125,360,1175.6176,,409.30847,543.28162,731.24405,,367.31,424.75,612.58,1067.03,437.94,706.76,1459.19
2126,360,1185.5295,,408.8627,543.31031,732.84773,,366.43,424.08,613.09,1074.44,436.66,708.24,1471.29
2127,360,1195.4833,,408.41656,543.337,734.38928,,365.57,423.42,613.61,1081.79,435.39,709.71,1483.32
2128,360,1205.4772,,407.96956,543.35452,735.86182,,364.72,422.77,614.13,1089.09,434.12,711.16,1495.28
2129,360,1215.4661,,407.52073,543.36102,737.26278,,363.88,422.13,614.65,1096.33,432.86,712.62,1507.16
2130,360,1225.453,,407.07051,543.35628,738.59171,,363.05,421.5,615.18,1103.53,431.61,714.06,1518.96
2131,360,1235.4493,,406.61189,543.32954,739.83434,,362.22,420.88,615.71,1110.67,430.35,715.49,1530.68
2132,360,1245.419,,406.14707,543.28277,740.98904,,361.41,420.27,616.25,1117.75,429.11,716.92,1542.32
2133,360,1255.397,,405.69286,543.23814,742.0798,,360.6,419.67,616.78,1124.78,427.87,718.33,1553.88
2134,360,1265.4211,,405.25809,543.20814,743.1235,,359.8,419.07,617.32,1131.76,426.63,719.74,1565.36
2135,360,1275.4843,,404.84413,543.19691,744.12799,,359.01,418.49,617.87,1138.67,425.4,721.14,1576.76
2136,360,1285.5943,,404.44922,543.20476,745.09601,,358.23,417.91,618.41,1145.53,424.17,722.53,1588.08
2137,360,1295.7632,,404.06507,543.22301,746.01899,,357.45,417.34,618.96,1152.34,422.94,723.91,1599.31
2138,360,1305.9625,,403.68161,543.23901,746.88224,,356.69,416.77,619.51,1159.08,421.72,725.28,1610.45
2139,360,1316.1708,,403.29415,543.2458,747.67691,,355.93,416.22,620.06,1165.77,420.5,726.64,1621.51
2140,360,1326.3936,,402.90226,543.24169,748.40031,,355.18,415.68,620.62,1172.4,419.29,728,1632.49
2141,360,1336.6283,,402.50662,543.22663,749.05184,,354.43,415.14,621.18,1178.96,418.08,729.34,1643.38
2142,360,1346.8594,,402.10056,543.18977,749.6169,,353.71,414.61,621.73,1185.47,416.89,730.67,1654.17
2143,360,1357.0727,,401.68653,543.13128,750.09334,,353.02,414.11,622.29,1191.92,415.75,731.99,1664.88
2144,360,1367.2797,,401.28131,543.07193,750.50572,,352.36,413.63,622.86,1198.31,414.64,733.3,1675.51
2145,360,1377.5097,,400.89375,543.02451,750.87141,,351.74,413.16,623.42,1204.63,413.58,734.61,1686.04
2146,360,1387.793,,400.52523,542.9934,751.19813,,351.14,412.71,623.98,1210.89,412.54,735.9,1696.48
2147,360,1398.1376,,400.17404,542.97911,751.4889,,350.56,412.29,624.55,1217.09,411.55,737.18,1706.82
2148,360,1408.5226,,399.83204,542.97309,751.73512,,350.02,411.88,625.12,1223.23,410.58,738.45,1717.08
2149,360,1418.9467,,399.4893,542.96279,751.92185,,349.5,411.49,625.69,1229.3,409.65,739.71,1727.24
2150,360,1429.3969,,399.14131,542.95532,751.99877,,349.01,411.11,626.26,1235.32,408.75,740.96,1737.32
2151,360,1439.8354,,398.78772,542.95532,751.99877,,348.53,410.75,626.83,1241.26,407.89,742.2,1747.29
2152,360,1450.2111,,398.42927,542.95532,751.99877,,348.08,410.4,627.39,1247.15,407.05,743.43,1757.17
2153,360,1460.4793,,398.0595,542.95532,751.99877,,347.65,410.06,627.95,1252.97,406.24,744.64,1766.95
2154,360,1470.5915,,397.68091,542.95532,751.99877,,347.23,409.73,628.49,1258.74,405.47,745.84,1776.64
2155,360,1480.5564,,397.31021,542.95532,751.99877,,346.84,409.41,629.03,1264.45,404.73,747.02,1786.22
2156,360,1490.4552,,396.95616,542.95532,751.99877,,346.45,409.1,629.55,1270.1,404.02,748.18,1795.7
2157,360,1500.2994,,396.62009,542.95532,751.99877,,346.09,408.8,630.06,1275.7,403.34,749.33,1805.08
2158,360,1510.0573,,396.3003,542.95532,751.99877,,345.74,408.51,630.57,1281.23,402.69,750.47,1814.36
2159,360,1519.7332,,395.98871,542.95532,751.99877,,345.41,408.22,631.06,1286.7,402.07,751.59,1823.54
2160,360,1529.3276,,395.67554,542.95532,751.99877,,345.09,407.95,631.54,1292.11,401.47,752.69,1832.61
2161,360,1538.8274,,395.35634,542.95532,751.99877,,344.8,407.68,632.02,1297.47,400.9,753.78,1841.58
2162,360,1548.2214,,395.03085,542.95532,751.99877,,344.51,407.42,632.48,1302.76,400.36,754.85,1850.46
2163,360,1557.5025,,394.69985,542.95532,751.99877,,344.25,407.17,632.93,1307.99,399.85,755.91,1859.22
2164,360,1566.6838,,394.357,542.95532,751.99877,,343.99,406.93,633.38,1313.16,399.36,756.95,1867.89
2165,360,1575.7093,,394.00489,542.95532,751.99877,,343.76,406.7,633.81,1318.26,398.9,757.97,1876.45
2166,360,1584.5792,,393.6601,542.95532,751.99877,,343.54,406.48,634.24,1323.31,398.47,758.98,1884.9
2167,360,1593.389,,393.33128,542.95532,751.99877,,343.33,406.26,634.65,1328.29,398.06,759.98,1893.24
2168,360,1602.1444,,393.01974,542.95532,751.99877,,343.14,406.05,635.06,1333.21,397.67,760.96,1901.49
2169,360,1610.8232,,392.72374,542.95532,751.99877,,342.97,405.86,635.46,1338.07,397.31,761.92,1909.62
2170,360,1619.4189,,392.43525,542.95532,751.99877,,342.8,405.67,635.84,1342.87,396.98,762.87,1917.65
2171,360,1627.9283,,392.1446,542.95532,751.99877,,342.66,405.49,636.22,1347.6,396.67,763.8,1925.58
2172,360,1636.3423,,391.84744,542.95532,751.99877,,342.53,405.31,636.59,1352.27,396.38,764.71,1933.4
2173,360,1644.6544,,391.54354,542.95532,751.99877,,342.41,405.15,636.95,1356.88,396.12,765.61,1941.11
2174,360,1652.8621,,391.2337,542.95532,751.99877,,342.31,404.99,637.29,1361.42,395.89,766.5,1948.71
2175,360,1660.9472,,390.91172,542.95532,751.99877,,342.22,404.84,637.63,1365.9,395.67,767.37,1956.21
2176,360,1668.8714,,390.58024,542.95532,751.99877,,342.14,404.7,637.96,1370.32,395.48,768.22,1963.6
2177,360,1676.6491,,390.25571,542.95532,751.99877,,342.08,404.57,638.28,1374.67,395.32,769.06,1970.88
2178,360,1684.3479,,389.94668,542.95532,751.99877,,342.04,404.45,638.6,1378.96,395.17,769.88,1978.05
2179,360,1691.9855,,389.65441,542.95532,751.99877,,342,404.33,638.9,1383.18,395.05,770.68,1985.11
2180,360,1699.5543,,389.37713,542.95532,751.99877,,341.98,404.23,639.19,1387.34,394.96,771.47,1992.07
2181,360,1707.0542,,389.10687,542.95532,751.99877,,341.98,404.13,639.47,1391.44,394.88,772.24,1998.93
2182,360,1714.4671,,388.83404,542.95532,751.99877,,341.99,404.03,639.75,1395.47,394.83,773,2005.67
2183,360,1721.7857,,388.55437,542.95532,751.99877,,342.01,403.95,640.02,1399.43,394.8,773.74,2012.3
2184,360,1728.9986,,388.26765,542.95532,751.99877,,342.04,403.87,640.27,1403.33,394.79,774.46,2018.83
2185,360,1736.073,,387.97473,542.95532,751.99877,,342.09,403.8,640.52,1407.16,394.81,775.17,2025.25
2186,360,1743.0204,,387.6695,542.95532,751.99877,,342.15,403.74,640.75,1410.93,394.85,775.87,2031.56
2187,360,1749.8272,,387.35465,542.95532,751.99877,,342.23,403.69,640.98,1414.64,394.91,776.54,2037.76
2188,360,1756.4845,,387.04651,542.95532,751.99877,,342.31,403.64,641.2,1418.27,394.99,777.2,2043.85
2189,360,1763.0469,,386.75353,542.95532,751.99877,,342.41,403.6,641.41,1421.85,395.09,777.85,2049.81
2190,360,1769.542,,386.47692,542.95532,751.99877,,342.53,403.58,641.61,1425.35,395.21,778.47,2055.66
2191,360,1775.972,,386.21487,542.95532,751.99877,,342.65,403.55,641.8,1428.8,395.36,779.09,2061.42
2192,360,1782.3281,,385.95946,542.95532,751.99877,,342.78,403.53,641.98,1432.17,395.51,779.68,2067.09
2193,360,1788.5985,,385.70118,542.95532,751.99877,,342.89,403.51,642.15,1435.48,395.64,780.26,2072.64
2194,360,1794.7605,,385.43582,542.95532,751.99877,,342.99,403.47,642.32,1438.72,395.75,780.82,2078.06
2195,360,1800.7999,,385.16322,542.95532,751.99877,,343.08,403.44,642.47,1441.9,395.85,781.37,2083.38
2196,360,1806.7334,,384.88424,542.95532,751.99877,,343.16,403.4,642.62,1445.01,395.94,781.9,2088.59
2197,360,1812.5201,,384.59286,542.95532,751.99877,,343.23,403.36,642.75,1448.05,396.02,782.41,2093.68
2198,360,1818.1423,,384.29183,542.95532,751.99877,,343.3,403.31,642.88,1451.03,396.1,782.91,2098.67
2199,360,1823.6498,,383.99735,542.95532,751.99877,,343.36,403.26,643,1453.94,396.16,783.39,2103.54
2200,360,1829.0556,,383.71778,542.95532,751.99877,,343.41,403.21,643.1,1456.79,396.21,783.86,2108.31
2201,360,1834.3733,,383.45425,542.95532,751.99877,,343.45,403.16,643.2,1459.57,396.26,784.31,2112.96
2202,360,1839.6122,,383.20495,542.95532,751.99877,,343.49,403.1,643.29,1462.28,396.3,784.74,2117.51
2203,360,1844.7812,,382.96197,542.95532,751.99877,,343.53,403.05,643.37,1464.92,396.34,785.15,2121.95
2204,360,1849.8682,,382.71591,542.95532,751.99877,,343.57,402.99,643.44,1467.5,396.37,785.55,2126.27
2205,360,1854.849,,382.4626,542.95532,751.99877,,343.59,402.93,643.51,1470.01,396.39,785.94,2130.49
2206,360,1859.7106,,382.20191,542.95532,751.99877,,343.62,402.87,643.56,1472.46,396.42,786.3,2134.59
2207,360,1864.4469,,381.93471,542.95532,751.99877,,343.64,402.8,643.6,1474.83,396.43,786.65,2138.6
2208,360,1869.0362,,381.6551,542.95532,751.99877,,343.66,402.74,643.64,1477.14,396.44,786.99,2142.48
2209,360,1873.4672,,381.36585,542.95532,751.99877,,343.68,402.68,643.66,1479.39,396.45,787.3,2146.26
2210,360,1877.784,,381.08304,542.95532,751.99877,,343.69,402.61,643.68,1481.56,396.46,787.6,2149.93
2211,360,1881.9947,,380.81494,542.95532,751.99877,,343.7,402.54,643.69,1483.67,396.46,787.89,2153.48
2212,360,1886.1097,,380.56263,542.95532,751.99877,,343.71,402.48,643.69,1485.72,396.46,788.16,2156.92
2213,360,1890.1554,,380.32426,542.95532,751.99877,,343.72,402.41,643.67,1487.69,396.46,788.41,2160.24
2214,360,1894.1313,,380.09195,542.95532,751.99877,,343.72,402.34,643.65,1489.6,396.45,788.64,2163.46
2215,360,1898.0123,,379.85638,542.95532,751.99877,,343.72,402.27,643.63,1491.44,396.44,788.86,2166.57
2216,360,1901.7766,,379.61345,542.95532,751.99877,,343.73,402.2,643.59,1493.22,396.43,789.07,2169.58
2217,360,1905.4235,,379.36304,542.95532,751.99877,,343.73,402.13,643.54,1494.92,396.42,789.25,2172.48
2218,360,1908.9603,,379.10604,542.95532,751.99877,,343.72,402.06,643.48,1496.56,396.4,789.42,2175.27
2219,360,1912.3445,,378.83665,542.95532,751.99877,,343.72,401.99,643.42,1498.14,396.39,789.57,2177.93
2220,360,1915.5465,,378.55765,542.95532,751.99877,,343.72,401.92,643.34,1499.64,396.37,789.71,2180.49
2221,360,1918.6217,,378.28503,542.95532,751.99877,,343.71,401.85,643.26,1501.08,396.35,789.83,2182.95
2222,360,1921.6126,,378.02696,542.95532,751.99877,,343.7,401.78,643.17,1502.45,396.32,789.93,2185.29
2223,360,1924.5227,,377.78445,542.95532,751.99877,,343.7,401.7,643.07,1503.76,396.3,790.02,2187.52
2224,360,1927.352,,377.55563,542.95532,751.99877,,343.69,401.63,642.96,1504.99,396.27,790.09,2189.65
2225,360,1930.1,,377.33266,542.95532,751.99877,,343.68,401.56,642.84,1506.16,396.25,790.14,2191.67
2226,360,1932.7513,,377.10629,542.95532,751.99877,,343.67,401.49,642.71,1507.26,396.22,790.18,2193.57
2227,360,1935.2926,,376.87246,542.95532,751.99877,,343.66,401.41,642.57,1508.3,396.19,790.2,2195.33
2228,360,1937.7127,,376.63109,542.95532,751.99877,,343.65,401.34,642.42,1509.27,396.16,790.21,2197.01
2229,360,1940.0103,,376.38308,542.95532,751.99877,,343.64,401.27,642.27,1510.17,396.13,790.2,2198.59
2230,360,1942.1583,,376.12271,542.95532,751.99877,,343.63,401.19,642.11,1511,396.09,790.17,2200.07
2231,360,1944.1572,,375.85281,542.95532,751.99877,,343.62,401.12,641.93,1511.77,396.06,790.12,2201.43
2232,360,1946.0278,,375.58923,542.95532,751.99877,,343.61,401.05,641.75,1512.47,396.02,790.06,2202.66
2233,360,1947.7762,,375.34006,542.95532,751.99877,,343.59,400.97,641.56,1513.1,395.99,789.98,2203.79
2234,360,1949.4392,,375.10628,542.95532,751.99877,,343.58,400.9,641.36,1513.67,395.95,789.89,2204.81
2235,360,1951.0121,,374.88595,542.95532,751.99877,,343.57,400.83,641.15,1514.17,395.91,789.78,2205.73
2236,360,1952.5138,,374.67128,542.95532,751.99877,,343.55,400.75,640.93,1514.6,395.87,789.65,2206.53
2237,360,1953.9433,,374.4531,542.95532,751.99877,,343.54,400.68,640.71,1514.97,395.83,789.51,2207.23
2238,360,1955.2718,,374.22739,542.95532,751.99877,,343.52,400.6,640.47,1515.27,395.79,789.35,2207.81
2239,360,1956.4604,,373.9941,542.95532,751.99877,,343.51,400.53,640.23,1515.5,395.75,789.17,2208.29
2240,360,1957.4929,,373.75412,542.95532,751.99877,,343.49,400.45,639.97,1515.66,395.71,788.98,2208.65
2241,360,1958.428,,373.50184,542.95532,751.99877,,343.47,400.38,639.71,1515.76,395.66,788.77,2208.91
2242,360,1959.1897,,373.24011,542.95532,751.99877,,343.46,400.31,639.44,1515.79,395.62,788.54,2209.07
2243,360,1959.7707,,372.98467,542.95532,751.99877,,343.44,400.23,639.16,1515.76,395.57,788.3,2209.11
2244,360,1960.2847,,372.74353,542.95532,751.99877,,343.42,400.16,638.87,1515.66,395.53,788.04,2209.03
2245,360,1960.7288,,372.51759,542.95532,751.99877,,343.4,400.08,638.57,1515.49,395.48,787.77,2208.84
2246,360,1961.0674,,372.30492,542.95532,751.99877,,343.39,400.01,638.27,1515.25,395.43,787.48,2208.57
2247,360,1961.3194,,372.09773,542.95532,751.99877,,343.37,399.94,637.95,1514.95,395.39,787.17,2208.19
2248,360,1961.4957,,371.88692,542.95532,751.99877,,343.35,399.86,637.63,1514.58,395.34,786.85,2207.69
2249,360,1961.5683,,371.66854,542.95532,751.99877,,343.33,399.79,637.3,1514.15,395.29,786.51,2207.07
2250,360,1961.5774,,371.44254,542.95532,751.99877,,343.31,399.71,636.96,1513.65,395.24,786.15,2206.35
2251,360,1961.5774,,371.20984,542.95532,751.99877,,343.29,399.64,636.61,1513.08,395.19,785.78,2205.52
2252,360,1961.5774,,370.96489,542.95532,751.99877,,343.27,399.57,636.26,1512.48,395.14,785.4,2204.64
2253,360,1961.5774,,370.71059,542.95532,751.99877,,343.25,399.49,635.91,1511.89,395.08,785.03,2203.75
2254,360,1961.5774,,370.46256,542.95532,751.99877,,343.23,399.42,635.56,1511.29,395.03,784.66,2202.86
2255,360,1961.5774,,370.22872,542.95532,751.99877,,343.21,399.34,635.22,1510.69,394.98,784.29,2201.97
2256,360,1961.5774,,370.00993,542.95532,751.99877,,343.19,399.27,634.87,1510.1,394.92,783.92,2201.1
