Year,Fix360ppm,CMIP5_RCP85,CMIP5_historical,CMIP5_RCP3PD,CMIP5_RCP45,CMIP5_RCP60,CMIP6_historical,CMIP6_SSP119,CMIP6_SSP126,CMIP6_SSP245,CMIP6_SSP370,CMIP6_SSP434,CMIP6_SSP460,CMIP6_SSP585
1750,360,,,,,,277.15,,,,,,,
1751,360,,,,,,277.19,,,,,,,
1752,360,,,,,,277.23,,,,,,,
1753,360,,,,,,277.26,,,,,,,
1754,360,,,,,,277.3,,,,,,,
1755,360,,,,,,277.35,,,,,,,
1756,360,,,,,,277.39,,,,,,,
1757,360,,,,,,277.44,,,,,,,
1758,360,,,,,,277.49,,,,,,,
1759,360,,,,,,277.54,,,,,,,
1760,360,,,,,,277.61,,,,,,,
1761,360,,,,,,277.66,,,,,,,
1762,360,,,,,,277.73,,,,,,,
1763,360,,,,,,277.8,,,,,,,
1764,360,,,,,,277.86,,,,,,,
1765,360,278.05158,278.05158,278.05158,278.05158,278.05158,277.91,,,,,,,
1766,360,278.10615,278.10615,278.10615,278.10615,278.10615,277.96,,,,,,,
1767,360,278.22039,278.22039,278.22039,278.22039,278.22039,278.02,,,,,,,
1768,360,278.34305,278.34305,278.34305,278.34305,278.34305,278.08,,,,,,,
1769,360,278.47058,278.47058,278.47058,278.47058,278.47058,278.14,,,,,,,
1770,360,278.60047,278.60047,278.60047,278.60047,278.60047,278.19,,,,,,,
1771,360,278.73275,278.73275,278.73275,278.73275,278.73275,278.27,,,,,,,
1772,360,278.86881,278.86881,278.86881,278.86881,278.86881,278.33,,,,,,,
1773,360,279.00907,279.00907,279.00907,279.00907,279.00907,278.41,,,,,,,
1774,360,279.15318,279.15318,279.15318,279.15318,279.15318,278.49,,,,,,,
1775,360,279.3018,279.3018,279.3018,279.3018,279.3018,278.59,,,,,,,
1776,360,279.4568,279.4568,279.4568,279.4568,279.4568,278.68,,,,,,,
1777,360,279.61808,279.61808,279.61808,279.61808,279.61808,278.77,,,,,,,
1778,360,279.78192,279.78192,279.78192,279.78192,279.78192,278.87,,,,,,,
1779,360,279.9432,279.9432,279.9432,279.9432,279.9432,278.96,,,,,,,
1780,360,280.0974,280.0974,280.0974,280.0974,280.0974,279.05,,,,,,,
1781,360,280.2428,280.2428,280.2428,280.2428,280.2428,279.14,,,,,,,
1782,360,280.38168,280.38168,280.38168,280.38168,280.38168,279.24,,,,,,,
1783,360,280.51832,280.51832,280.51832,280.51832,280.51832,279.34,,,,,,,
1784,360,280.6572,280.6572,280.6572,280.6572,280.6572,279.43,,,,,,,
1785,360,280.8026,280.8026,280.8026,280.8026,280.8026,279.53,,,,,,,
1786,360,280.9568,280.9568,280.9568,280.9568,280.9568,279.63,,,,,,,
1787,360,281.11808,281.11808,281.11808,281.11808,281.11808,279.73,,,,,,,
1788,360,281.28192,281.28192,281.28192,281.28192,281.28192,279.83,,,,,,,
1789,360,281.4432,281.4432,281.4432,281.4432,281.4432,279.93,,,,,,,
1790,360,281.5982,281.5982,281.5982,281.5982,281.5982,280.04,,,,,,,
1791,360,281.74682,281.74682,281.74682,281.74682,281.74682,280.14,,,,,,,
1792,360,281.89093,281.89093,281.89093,281.89093,281.89093,280.24,,,,,,,
1793,360,282.03119,282.03119,282.03119,282.03119,282.03119,280.33,,,,,,,
1794,360,282.16725,282.16725,282.16725,282.16725,282.16725,280.42,,,,,,,
1795,360,282.29901,282.29901,282.29901,282.29901,282.29901,280.49,,,,,,,
1796,360,282.4268,282.4268,282.4268,282.4268,282.4268,280.55,,,,,,,
1797,360,282.55093,282.55093,282.55093,282.55093,282.55093,280.62,,,,,,,
1798,360,282.67123,282.67123,282.67123,282.67123,282.67123,280.68,,,,,,,
1799,360,282.7873,282.7873,282.7873,282.7873,282.7873,280.75,,,,,,,
1800,360,282.89901,282.89901,282.89901,282.89901,282.89901,280.83,,,,,,,
1801,360,283.00677,283.00677,283.00677,283.00677,283.00677,280.92,,,,,,,
1802,360,283.11093,283.11093,283.11093,283.11093,283.11093,280.99,,,,,,,
1803,360,283.21129,283.21129,283.21129,283.21129,283.21129,281.07,,,,,,,
1804,360,283.30737,283.30737,283.30737,283.30737,283.30737,281.16,,,,,,,
1805,360,283.39963,283.39963,283.39963,283.39963,283.39963,281.23,,,,,,,
1806,360,283.48978,283.48978,283.48978,283.48978,283.48978,281.32,,,,,,,
1807,360,283.57796,283.57796,283.57796,283.57796,283.57796,281.41,,,,,,,
1808,360,283.66116,283.66116,283.66116,283.66116,283.66116,281.5,,,,,,,
1809,360,283.73511,283.73511,283.73511,283.73511,283.73511,281.57,,,,,,,
1810,360,283.79676,283.79676,283.79676,283.79676,283.79676,281.65,,,,,,,
1811,360,283.84667,283.84667,283.84667,283.84667,283.84667,281.72,,,,,,,
1812,360,283.88853,283.88853,283.88853,283.88853,283.88853,281.79,,,,,,,
1813,360,283.92613,283.92613,283.92613,283.92613,283.92613,281.86,,,,,,,
1814,360,283.96267,283.96267,283.96267,283.96267,283.96267,281.93,,,,,,,
1815,360,284.00107,284.00107,284.00107,284.00107,284.00107,281.99,,,,,,,
1816,360,284.04267,284.04267,284.04267,284.04267,284.04267,282.06,,,,,,,
1817,360,284.08613,284.08613,284.08613,284.08613,284.08613,282.13,,,,,,,
1818,360,284.12853,284.12853,284.12853,284.12853,284.12853,282.2,,,,,,,
1819,360,284.16667,284.16667,284.16667,284.16667,284.16667,282.27,,,,,,,
1820,360,284.1982,284.1982,284.1982,284.1982,284.1982,282.35,,,,,,,
1821,360,284.22333,284.22333,284.22333,284.22333,284.22333,282.42,,,,,,,
1822,360,284.24427,284.24427,284.24427,284.24427,284.24427,282.48,,,,,,,
1823,360,284.26307,284.26307,284.26307,284.26307,284.26307,282.54,,,,,,,
1824,360,284.28133,284.28133,284.28133,284.28133,284.28133,282.62,,,,,,,
1825,360,284.30027,284.30027,284.30027,284.30027,284.30027,282.68,,,,,,,
1826,360,284.32,284.32,284.32,284.32,284.32,282.69,,,,,,,
1827,360,284.34,284.34,284.34,284.34,284.34,282.69,,,,,,,
1828,360,284.36,284.36,284.36,284.36,284.36,282.71,,,,,,,
1829,360,284.38,284.38,284.38,284.38,284.38,282.76,,,,,,,
1830,360,284.4,284.4,284.4,284.4,284.4,282.83,,,,,,,
1831,360,284.385,284.385,284.385,284.385,284.385,282.89,,,,,,,
1832,360,284.28,284.28,284.28,284.28,284.28,282.92,,,,,,,
1833,360,284.125,284.125,284.125,284.125,284.125,282.97,,,,,,,
1834,360,283.975,283.975,283.975,283.975,283.975,283.03,,,,,,,
1835,360,283.825,283.825,283.825,283.825,283.825,283.09,,,,,,,
1836,360,283.675,283.675,283.675,283.675,283.675,283.15,,,,,,,
1837,360,283.525,283.525,283.525,283.525,283.525,283.2,,,,,,,
1838,360,283.425,283.425,283.425,283.425,283.425,283.25,,,,,,,
1839,360,283.4,283.4,283.4,283.4,283.4,283.31,,,,,,,
1840,360,283.4,283.4,283.4,283.4,283.4,283.38,,,,,,,
1841,360,283.425,283.425,283.425,283.425,283.425,283.47,,,,,,,
1842,360,283.5,283.5,283.5,283.5,283.5,283.53,,,,,,,
1843,360,283.6,283.6,283.6,283.6,283.6,283.57,,,,,,,
1844,360,283.725,283.725,283.725,283.725,283.725,283.61,,,,,,,
1845,360,283.9,283.9,283.9,283.9,283.9,283.73,,,,,,,
1846,360,284.075,284.075,284.075,284.075,284.075,283.85,,,,,,,
1847,360,284.225,284.225,284.225,284.225,284.225,283.94,,,,,,,
1848,360,284.4,284.4,284.4,284.4,284.4,284.07,,,,,,,
1849,360,284.575,284.575,284.575,284.575,284.575,284.21,,,,,,,
1850,360,284.725,284.725,284.725,284.725,284.725,284.32,,,,,,,
1851,360,284.875,284.875,284.875,284.875,284.875,284.45,,,,,,,
1852,360,285,285,285,285,285,284.6,,,,,,,
1853,360,285.125,285.125,285.125,285.125,285.125,284.73,,,,,,,
1854,360,285.275,285.275,285.275,285.275,285.275,284.85,,,,,,,
1855,360,285.425,285.425,285.425,285.425,285.425,284.94,,,,,,,
1856,360,285.575,285.575,285.575,285.575,285.575,285.05,,,,,,,
1857,360,285.725,285.725,285.725,285.725,285.725,285.2,,,,,,,
1858,360,285.9,285.9,285.9,285.9,285.9,285.37,,,,,,,
1859,360,286.075,286.075,286.075,286.075,286.075,285.55,,,,,,,
1860,360,286.225,286.225,286.225,286.225,286.225,285.74,,,,,,,
1861,360,286.375,286.375,286.375,286.375,286.375,285.93,,,,,,,
1862,360,286.5,286.5,286.5,286.5,286.5,286.1,,,,,,,
1863,360,286.625,286.625,286.625,286.625,286.625,286.27,,,,,,,
1864,360,286.775,286.775,286.775,286.775,286.775,286.44,,,,,,,
1865,360,286.9,286.9,286.9,286.9,286.9,286.61,,,,,,,
1866,360,287,287,287,287,287,286.78,,,,,,,
1867,360,287.1,287.1,287.1,287.1,287.1,286.95,,,,,,,
1868,360,287.225,287.225,287.225,287.225,287.225,287.11,,,,,,,
1869,360,287.375,287.375,287.375,287.375,287.375,287.23,,,,,,,
1870,360,287.525,287.525,287.525,287.525,287.525,287.36,,,,,,,
1871,360,287.7,287.7,287.7,287.7,287.7,287.49,,,,,,,
1872,360,287.9,287.9,287.9,287.9,287.9,287.66,,,,,,,
1873,360,288.125,288.125,288.125,288.125,288.125,287.86,,,,,,,
1874,360,288.4,288.4,288.4,288.4,288.4,288.06,,,,,,,
1875,360,288.7,288.7,288.7,288.7,288.7,288.29,,,,,,,
1876,360,289.025,289.025,289.025,289.025,289.025,288.52,,,,,,,
1877,360,289.4,289.4,289.4,289.4,289.4,288.75,,,,,,,
1878,360,289.8,289.8,289.8,289.8,289.8,288.99,,,,,,,
1879,360,290.225,290.225,290.225,290.225,290.225,289.22,,,,,,,
1880,360,290.7,290.7,290.7,290.7,290.7,289.47,,,,,,,
1881,360,291.2,291.2,291.2,291.2,291.2,289.74,,,,,,,
1882,360,291.675,291.675,291.675,291.675,291.675,290.02,,,,,,,
1883,360,292.125,292.125,292.125,292.125,292.125,290.26,,,,,,,
1884,360,292.575,292.575,292.575,292.575,292.575,290.51,,,,,,,
1885,360,292.975,292.975,292.975,292.975,292.975,290.8,,,,,,,
1886,360,293.3,293.3,293.3,293.3,293.3,291.1,,,,,,,
1887,360,293.575,293.575,293.575,293.575,293.575,291.41,,,,,,,
1888,360,293.8,293.8,293.8,293.8,293.8,291.76,,,,,,,
1889,360,294,294,294,294,294,292.11,,,,,,,
1890,360,294.175,294.175,294.175,294.175,294.175,292.46,,,,,,,
1891,360,294.325,294.325,294.325,294.325,294.325,292.82,,,,,,,
1892,360,294.475,294.475,294.475,294.475,294.475,293.17,,,,,,,
1893,360,294.6,294.6,294.6,294.6,294.6,293.48,,,,,,,
1894,360,294.7,294.7,294.7,294.7,294.7,293.79,,,,,,,
1895,360,294.8,294.8,294.8,294.8,294.8,294.08,,,,,,,
1896,360,294.9,294.9,294.9,294.9,294.9,294.36,,,,,,,
1897,360,295.025,295.025,295.025,295.025,295.025,294.65,,,,,,,
1898,360,295.225,295.225,295.225,295.225,295.225,294.95,,,,,,,
1899,360,295.5,295.5,295.5,295.5,295.5,295.3,,,,,,,
1900,360,295.8,295.8,295.8,295.8,295.8,295.67,,,,,,,
1901,360,296.125,296.125,296.125,296.125,296.125,296.01,,,,,,,
1902,360,296.475,296.475,296.475,296.475,296.475,296.33,,,,,,,
1903,360,296.825,296.825,296.825,296.825,296.825,296.65,,,,,,,
1904,360,297.2,297.2,297.2,297.2,297.2,296.95,,,,,,,
1905,360,297.625,297.625,297.625,297.625,297.625,297.29,,,,,,,
1906,360,298.075,298.075,298.075,298.075,298.075,297.66,,,,,,,
1907,360,298.5,298.5,298.5,298.5,298.5,298.1,,,,,,,
1908,360,298.9,298.9,298.9,298.9,298.9,298.52,,,,,,,
1909,360,299.3,299.3,299.3,299.3,299.3,298.94,,,,,,,
1910,360,299.7,299.7,299.7,299.7,299.7,299.38,,,,,,,
1911,360,300.075,300.075,300.075,300.075,300.075,299.83,,,,,,,
1912,360,300.425,300.425,300.425,300.425,300.425,300.35,,,,,,,
1913,360,300.775,300.775,300.775,300.775,300.775,300.91,,,,,,,
1914,360,301.1,301.1,301.1,301.1,301.1,301.42,,,,,,,
1915,360,301.4,301.4,301.4,301.4,301.4,301.94,,,,,,,
1916,360,301.725,301.725,301.725,301.725,301.725,302.48,,,,,,,
1917,360,302.075,302.075,302.075,302.075,302.075,303.01,,,,,,,
1918,360,302.4,302.4,302.4,302.4,302.4,303.45,,,,,,,
1919,360,302.7,302.7,302.7,302.7,302.7,303.81,,,,,,,
1920,360,303.025,303.025,303.025,303.025,303.025,304.25,,,,,,,
1921,360,303.4,303.4,303.4,303.4,303.4,304.6,,,,,,,
1922,360,303.775,303.775,303.775,303.775,303.775,304.94,,,,,,,
1923,360,304.125,304.125,304.125,304.125,304.125,305.27,,,,,,,
1924,360,304.525,304.525,304.525,304.525,304.525,305.63,,,,,,,
1925,360,304.975,304.975,304.975,304.975,304.975,305.81,,,,,,,
1926,360,305.4,305.4,305.4,305.4,305.4,305.95,,,,,,,
1927,360,305.825,305.825,305.825,305.825,305.825,306.18,,,,,,,
1928,360,306.3,306.3,306.3,306.3,306.3,306.33,,,,,,,
1929,360,306.775,306.775,306.775,306.775,306.775,306.49,,,,,,,
1930,360,307.225,307.225,307.225,307.225,307.225,306.62,,,,,,,
1931,360,307.7,307.7,307.7,307.7,307.7,306.82,,,,,,,
1932,360,308.175,308.175,308.175,308.175,308.175,307.09,,,,,,,
1933,360,308.6,308.6,308.6,308.6,308.6,307.4,,,,,,,
1934,360,309,309,309,309,309,307.78,,,,,,,
1935,360,309.4,309.4,309.4,309.4,309.4,308.23,,,,,,,
1936,360,309.75,309.75,309.75,309.75,309.75,309.01,,,,,,,
1937,360,310,310,310,310,310,309.76,,,,,,,
1938,360,310.175,310.175,310.175,310.175,310.175,310.29,,,,,,,
1939,360,310.3,310.3,310.3,310.3,310.3,310.85,,,,,,,
1940,360,310.375,310.375,310.375,310.375,310.375,311.36,,,,,,,
1941,360,310.375,310.375,310.375,310.375,310.375,311.81,,,,,,,
1942,360,310.3,310.3,310.3,310.3,310.3,312.17,,,,,,,
1943,360,310.2,310.2,310.2,310.2,310.2,312.39,,,,,,,
1944,360,310.125,310.125,310.125,310.125,310.125,312.41,,,,,,,
1945,360,310.1,310.1,310.1,310.1,310.1,312.38,,,,,,,
1946,360,310.125,310.125,310.125,310.125,310.125,312.39,,,,,,,
1947,360,310.2,310.2,310.2,310.2,310.2,312.49,,,,,,,
1948,360,310.325,310.325,310.325,310.325,310.325,312.52,,,,,,,
1949,360,310.5,310.5,310.5,310.5,310.5,312.63,,,,,,,
1950,360,310.75,310.75,310.75,310.75,310.75,312.82,,,,,,,
1951,360,311.1,311.1,311.1,311.1,311.1,313.01,,,,,,,
1952,360,311.5,311.5,311.5,311.5,311.5,313.34,,,,,,,
1953,360,311.925,311.925,311.925,311.925,311.925,313.73,,,,,,,
1954,360,312.425,312.425,312.425,312.425,312.425,314.09,,,,,,,
1955,360,313,313,313,313,313,314.41,,,,,,,
1956,360,313.6,313.6,313.6,313.6,313.6,314.7,,,,,,,
1957,360,314.225,314.225,314.225,314.225,314.225,314.99,,,,,,,
1958,360,314.8475,314.8475,314.8475,314.8475,314.8475,315.34,,,,,,,
1959,360,315.5,315.5,315.5,315.5,315.5,315.81,,,,,,,
1960,360,316.2725,316.2725,316.2725,316.2725,316.2725,316.62,,,,,,,
1961,360,317.075,317.075,317.075,317.075,317.075,317.3,,,,,,,
1962,360,317.795,317.795,317.795,317.795,317.795,318.04,,,,,,,
1963,360,318.3975,318.3975,318.3975,318.3975,318.3975,318.65,,,,,,,
1964,360,318.925,318.925,318.925,318.925,318.925,319.33,,,,,,,
1965,360,319.6475,319.6475,319.6475,319.6475,319.6475,319.82,,,,,,,
1966,360,320.6475,320.6475,320.6475,320.6475,320.6475,320.88,,,,,,,
1967,360,321.605,321.605,321.605,321.605,321.605,321.48,,,,,,,
1968,360,322.635,322.635,322.635,322.635,322.635,322.39,,,,,,,
1969,360,323.9025,323.9025,323.9025,323.9025,323.9025,323.25,,,,,,,
1970,360,324.985,324.985,324.985,324.985,324.985,324.78,,,,,,,
1971,360,325.855,325.855,325.855,325.855,325.855,325.4,,,,,,,
1972,360,327.14,327.14,327.14,327.14,327.14,327.35,,,,,,,
1973,360,328.6775,328.6775,328.6775,328.6775,328.6775,329.91,,,,,,,
1974,360,329.7425,329.7425,329.7425,329.7425,329.7425,330.76,,,,,,,
1975,360,330.585,330.585,330.585,330.585,330.585,330.83,,,,,,,
1976,360,331.7475,331.7475,331.7475,331.7475,331.7475,331.54,,,,,,,
1977,360,333.2725,333.2725,333.2725,333.2725,333.2725,333.35,,,,,,,
1978,360,334.8475,334.8475,334.8475,334.8475,334.8475,335.01,,,,,,,
1979,360,336.525,336.525,336.525,336.525,336.525,336.6,,,,,,,
1980,360,338.36,338.36,338.36,338.36,338.36,338.7,,,,,,,
1981,360,339.7275,339.7275,339.7275,339.7275,339.7275,340.06,,,,,,,
1982,360,340.7925,340.7925,340.7925,340.7925,340.7925,340.64,,,,,,,
1983,360,342.1975,342.1975,342.1975,342.1975,342.1975,342.27,,,,,,,
1984,360,343.7825,343.7825,343.7825,343.7825,343.7825,344.01,,,,,,,
1985,360,345.2825,345.2825,345.2825,345.2825,345.2825,345.46,,,,,,,
1986,360,346.7975,346.7975,346.7975,346.7975,346.7975,346.9,,,,,,,
1987,360,348.645,348.645,348.645,348.645,348.645,348.77,,,,,,,
1988,360,350.7375,350.7375,350.7375,350.7375,350.7375,351.28,,,,,,,
1989,360,352.4875,352.4875,352.4875,352.4875,352.4875,352.89,,,,,,,
1990,360,353.855,353.855,353.855,353.855,353.855,354.07,,,,,,,
1991,360,355.0175,355.0175,355.0175,355.0175,355.0175,355.35,,,,,,,
1992,360,355.885,355.885,355.885,355.885,355.885,356.23,,,,,,,
1993,360,356.7775,356.7775,356.7775,356.7775,356.7775,356.92,,,,,,,
1994,360,358.1275,358.1275,358.1275,358.1275,358.1275,358.25,,,,,,,
1995,360,359.8375,359.8375,359.8375,359.8375,359.8375,360.24,,,,,,,
1996,360,361.4625,361.4625,361.4625,361.4625,361.4625,362,,,,,,,
1997,360,363.155,363.155,363.155,363.155,363.155,363.25,,,,,,,
1998,360,365.3225,365.3225,365.3225,365.3225,365.3225,365.93,,,,,,,
1999,360,367.3475,367.3475,367.3475,367.3475,367.3475,367.84,,,,,,,
2000,360,368.865,368.865,368.865,368.865,368.865,369.12,,,,,,,
2001,360,370.4675,370.4675,370.4675,370.4675,370.4675,370.67,,,,,,,
2002,360,372.5225,372.5225,372.5225,372.5225,372.5225,372.83,,,,,,,
2003,360,374.76,374.76,374.76,374.76,374.76,375.41,,,,,,,
2004,360,376.8125,376.8125,376.8125,376.8125,376.8125,376.99,,,,,,,
2005,360,378.8125,378.8125,378.8125,378.8125,378.8125,378.91,,,,,,,
2006,360,380.8275,,380.8275,380.8275,380.8275,381.01,,,,,,,
2007,360,382.7775,,382.7775,382.7775,382.7775,382.6,,,,,,,
2008,360,384.8,,384.8,384.8,384.8,384.74,,,,,,,
2009,360,387.01226,,387.00054,386.9516,386.93455,386.28,,,,,,,
2010,360,389.32416,,389.28521,389.12785,389.0715,388.72,,,,,,,
2011,360,391.63801,,391.56252,391.27357,391.1665,390.94,,,,,,,
2012,360,394.00866,,393.84273,393.4211,393.24066,393.02,,,,,,,
2013,360,396.46384,,396.11734,395.58283,395.29786,395.72,,,,,,,
2014,360,399.00402,,398.39568,397.76408,397.34576,397.55,,,,,,,
2015,360,401.62793,,400.68068,399.96631,399.38717,,399.95,399.95,399.95,399.95,399.95,399.95,399.95
2016,360,404.32819,,402.9683,402.18432,401.41789,,403.12,403.12,403.12,403.12,403.12,403.12,403.12
2017,360,407.09588,,405.25182,404.41077,403.43127,,405.75,405.75,405.76,405.81,405.74,405.74,405.79
2018,360,409.92701,,407.52882,406.64292,405.42513,,408.59,408.59,408.63,408.83,408.56,408.56,408.76
2019,360,412.82151,,409.80029,408.8817,407.40083,,411.4,411.42,411.51,411.95,411.34,411.34,411.79
2020,360,415.78022,,412.06783,411.12868,409.36026,,414.21,414.23,414.39,415.15,414.1,414.1,414.89
2021,360,418.79629,,414.32565,413.37804,411.29764,,417.01,417.04,417.29,418.46,416.84,416.84,418.06
2022,360,421.86439,,416.51662,415.63944,413.21903,,419.7,419.81,420.2,421.84,419.54,419.61,421.33
2023,360,424.99469,,418.60322,417.93551,415.14445,,422.17,422.5,423.12,425.28,422.18,422.44,424.72
2024,360,428.19734,,420.60132,420.27395,417.08292,,424.44,425.12,426.07,428.78,424.76,425.33,428.22
2025,360,431.47473,,422.51575,422.65593,419.03635,,426.52,427.67,429.03,432.35,427.29,428.29,431.83
2026,360,434.82619,,424.34901,425.07983,421.0038,,428.43,430.17,432.01,435.97,429.77,431.31,435.55
2027,360,438.24456,,426.09675,427.53791,422.97812,,430.15,432.6,435.01,439.67,432.2,434.39,439.38
2028,360,441.7208,,427.75232,430.0206,424.95028,,431.71,434.97,438.03,443.43,434.58,437.53,443.31
2029,360,445.25085,,429.31381,432.5234,426.91631,,433.1,437.29,441.08,447.26,436.93,440.73,447.36
2030,360,448.83485,,430.78315,435.04594,428.87629,,434.32,439.56,444.14,451.16,439.23,444,451.51
2031,360,452.47359,,432.16344,437.58886,430.832,,435.39,441.78,447.23,455.14,441.48,447.32,455.78
2032,360,456.177,,433.43618,440.13137,432.80746,,436.34,443.93,450.33,459.17,443.69,450.7,460.16
2033,360,459.96398,,434.59273,442.66419,434.83148,,437.18,445.99,453.43,463.24,445.83,454.09,464.68
2034,360,463.85181,,435.65302,445.20699,436.91619,,437.92,447.97,456.54,467.36,447.9,457.52,469.33
2035,360,467.85003,,436.62804,447.76978,439.06785,,438.55,449.87,459.65,471.54,449.92,460.97,474.11
2036,360,471.96047,,437.52158,450.35539,441.28581,,439.08,451.68,462.77,475.76,451.87,464.46,479.02
2037,360,476.18237,,438.33433,452.96337,443.5672,,439.51,453.43,465.9,480.04,453.77,467.97,484.07
2038,360,480.50799,,439.06015,455.58649,445.90288,,439.84,455.09,469.03,484.38,455.6,471.52,489.25
2039,360,484.92724,,439.69061,458.2152,448.28176,,440.06,456.68,472.18,488.77,457.38,475.1,494.57
2040,360,489.43545,,440.2224,460.84499,450.69811,,440.18,458.2,475.34,493.22,459.11,478.72,500.02
2041,360,494.03235,,440.65666,463.47549,453.15021,,440.2,459.65,478.5,497.73,460.78,482.37,505.61
2042,360,498.7297,,441.02476,466.09336,455.64509,,440.14,461.02,481.67,502.29,462.39,486.03,511.34
2043,360,503.52959,,441.34651,468.67807,458.18181,,440.03,462.31,484.84,506.9,463.93,489.7,517.23
2044,360,508.43266,,441.621,471.23389,460.76247,,439.86,463.54,488,511.56,465.4,493.38,523.27
2045,360,513.45614,,441.8644,473.78031,463.4053,,439.63,464.68,491.15,516.26,466.81,497.06,529.46
2046,360,518.61062,,442.08482,476.32819,466.11968,,439.35,465.75,494.3,521.02,468.16,500.75,535.81
2047,360,523.90006,,442.2834,478.88085,468.90757,,439.01,466.75,497.45,525.83,469.44,504.44,542.31
2048,360,529.32418,,442.4583,481.43826,471.76784,,438.61,467.68,500.59,530.69,470.66,508.15,548.98
2049,360,534.8752,,442.60091,483.99308,474.69236,,438.15,468.53,503.73,535.61,471.82,511.87,555.8
2050,360,540.54279,,442.70046,486.53532,477.67043,,437.63,469.31,506.87,540.58,472.92,515.59,562.78
2051,360,546.32201,,442.75184,489.06035,480.69694,,437.05,470.02,510.01,545.61,473.95,519.33,569.93
2052,360,552.21189,,442.761,491.53558,483.77696,,436.45,470.66,513.14,550.69,474.95,523.07,577.26
2053,360,558.2122,,442.73417,493.93186,486.9156,,435.84,471.25,516.23,555.82,475.92,526.81,584.78
2054,360,564.31311,,442.66263,496.24365,490.1025,,435.22,471.78,519.29,561,476.86,530.55,592.51
2055,360,570.51669,,442.54767,498.47436,493.33845,,434.6,472.25,522.33,566.24,477.78,534.28,600.43
2056,360,576.84343,,442.40642,500.64502,496.64173,,433.96,472.66,525.33,571.53,478.68,538.01,608.55
2057,360,583.30471,,442.24833,502.76788,500.02229,,433.32,473.02,528.31,576.87,479.54,541.74,616.87
2058,360,589.90539,,442.07535,504.84729,503.48287,,432.67,473.32,531.26,582.27,480.38,545.47,625.39
2059,360,596.64656,,441.88625,506.88408,507.02296,,432,473.56,534.19,587.72,481.19,549.21,634.11
2060,360,603.52045,,441.67274,508.87135,510.63443,,431.31,473.75,537.08,593.23,481.97,552.94,643.04
2061,360,610.5165,,441.42415,510.79905,514.30531,,430.62,473.88,539.96,598.8,482.72,556.67,652.17
2062,360,617.60526,,441.1345,512.64717,518.02671,,429.91,473.96,542.79,604.42,483.45,560.39,661.51
2063,360,624.76367,,440.80284,514.40151,521.79702,,429.19,474,545.59,610.11,484.15,564.1,671.04
2064,360,631.99471,,440.43041,516.06461,525.61935,,428.46,474,548.33,615.85,484.82,567.79,680.79
2065,360,639.29052,,440.01021,517.62854,529.48604,,427.73,473.96,551.04,621.65,485.47,571.46,690.74
2066,360,646.65274,,439.54473,519.09606,533.3998,,426.98,473.87,553.7,627.5,486.1,575.12,700.9
2067,360,654.09843,,439.05222,520.48828,537.38147,,426.22,473.75,556.32,633.42,486.7,578.76,711.27
2068,360,661.64491,,438.54291,521.81772,541.44308,,425.45,473.58,558.89,639.4,487.27,582.39,721.85
2069,360,669.30474,,438.01932,523.08871,545.58888,,424.67,473.36,561.43,645.44,487.82,586.01,732.65
2070,360,677.07762,,437.48062,524.30217,549.81989,,423.88,473.11,563.92,651.54,488.33,589.61,743.66
2071,360,684.95429,,436.91878,525.45089,554.12904,,423.07,472.81,566.38,657.71,488.82,593.2,754.89
2072,360,692.90196,,436.34251,526.50901,558.48622,,422.25,472.46,568.77,663.93,489.27,596.74,766.32
2073,360,700.89416,,435.76436,527.45707,562.86724,,421.43,472.04,571.08,670.22,489.65,600.21,777.93
2074,360,708.93159,,435.18189,528.29593,567.27205,,420.58,471.56,573.31,676.57,489.96,603.61,789.72
2075,360,717.01548,,434.595,529.02718,571.70141,,419.73,471.02,575.47,682.98,490.22,606.95,801.69
2076,360,725.13597,,433.99542,529.64253,576.14574,,418.87,470.41,577.54,689.46,490.41,610.22,813.85
2077,360,733.30667,,433.38456,530.14419,580.6064,,417.99,469.75,579.54,696,490.55,613.42,826.19
2078,360,741.52368,,432.77961,530.55341,585.10462,,417.1,469.02,581.46,702.61,490.62,616.56,838.73
2079,360,749.80466,,432.18978,530.88313,589.65317,,416.2,468.24,583.3,709.27,490.64,619.63,851.45
2080,360,758.1823,,431.61659,531.13797,594.25683,,415.29,467.39,585.07,716.01,490.59,622.64,864.37
2081,360,766.64451,,431.05847,531.31935,598.9179,,414.36,466.48,586.77,722.81,490.49,625.58,877.48
2082,360,775.17446,,430.51026,531.48991,603.53811,,413.42,465.54,588.38,729.68,490.31,628.46,890.71
2083,360,783.75141,,429.96413,531.70213,608.01988,,412.46,464.56,589.89,736.63,490.05,631.27,903.98
2084,360,792.36578,,429.41411,531.94208,612.36372,,411.48,463.56,591.3,743.66,489.69,634.01,917.3
2085,360,801.0188,,428.85906,532.20472,616.57173,,410.49,462.53,592.61,750.76,489.26,636.68,930.67
2086,360,809.71464,,428.2991,532.48672,620.64773,,409.48,461.47,593.82,757.95,488.73,639.28,944.09
2087,360,818.42214,,427.72652,532.77553,624.58304,,408.45,460.38,594.94,765.22,488.13,641.81,957.57
2088,360,827.15719,,427.14308,533.06978,628.38085,,407.4,459.26,595.97,772.56,487.44,644.28,971.1
2089,360,835.95594,,426.56607,533.38792,632.06458,,406.34,458.1,596.9,779.98,486.67,646.67,984.68
